id,mu,alpha,homo,lumo,gap,r2,zpve,U0,U,H,G,Cv
29869,3.792167075,80.29961628,-6.250314602,0.766867314,7.017181916,1204.274854,4.721961542,-10964.33222,-10964.10484,-10964.07915,-10965.22923,32.1912117
30014,2.373135378,76.69634162,-6.656996933,0.951603674,7.608600607,1197.954741,4.252096712,-11502.24061,-11501.97591,-11501.95022,-11503.18141,35.8307639
30308,3.949932003,75.65244533,-6.510849611,0.966645992,7.477495576,1134.32886,4.324917239,-11399.68545,-11399.4285,-11399.4028,-11400.61382,34.7639986
30547,2.616548153,74.86380259,-6.428947992,1.031667164,7.460615156,1220.9733,4.675583952,-11974.8376,-11974.58548,-11974.55979,-11975.76974,34.4502441
30775,2.700449662,72.04599175,-7.317815924,0.022430672,7.340246569,1537.642915,3.59047055,-12481.62495,-12481.34802,-12481.32233,-12482.61426,35.4542585
31046,3.081257729,84.27559931,-6.210533759,0.807421396,7.017955128,1468.430156,4.934659179,-10422.18623,-10421.90962,-10421.88393,-10423.15046,37.3367855
31494,1.399514489,84.92724495,-6.219353595,0.537856424,6.757210019,1208.676097,4.966910958,-10526.09668,-10525.85851,-10525.83282,-10527.01,33.5717315
31539,1.842172576,75.39428217,-6.737106274,2.115326281,8.852432555,1459.155332,4.889322697,-12545.82494,-12545.54218,-12545.51649,-12546.80723,38.0270454
31608,4.238553285,75.77014168,-6.828823503,-0.787764679,6.041058824,1146.620894,4.005260241,-10932.26514,-10932.02918,-10932.00349,-10933.17299,32.630468
31761,1.997350501,73.6291243,-6.532290605,1.756067736,8.288358342,1194.330482,4.925706225,-12546.1331,-12545.86376,-12545.83807,-12547.07709,36.8347783
32103,4.739367472,77.35221313,-7.275114238,-0.077190839,7.197923372,1093.730843,4.005072836,-10931.54541,-10931.30479,-10931.2791,-10932.46117,33.3207279
32196,1.973903667,73.16800412,-6.865672945,1.767989371,8.633662316,1115.357414,4.971828246,-12546.96784,-12546.72256,-12546.69687,-12547.86117,35.8307639
34508,1.834115742,87.67869463,-6.023951161,-1.008369156,5.015582005,1132.714094,4.360136719,-10494.29481,-10494.06175,-10494.03605,-10495.19123,33.0069734
35185,3.199435751,84.23090476,-5.629154655,-0.481660965,5.14749369,1154.806285,4.064014005,-10932.447,-10932.22517,-10932.19948,-10933.33298,31.4382009
35577,0.75079949,91.90281164,-6.165625121,0.786293441,6.951918563,1390.658654,4.948453121,-9515.771976,-9515.513389,-9515.487696,-9516.711923,35.6425112
35764,1.504078197,85.60988374,-5.910837021,0.754357914,6.665194934,1123.902486,4.976025738,-10526.42226,-10526.18931,-10526.16362,-10527.3209,33.1952261
36246,2.990970617,78.79058334,-6.230648579,-0.294420723,5.936227856,1190.492444,4.868959464,-11537.05085,-11536.768,-11536.7423,-11537.99805,38.4663017
36318,4.269856649,84.64861073,-7.194081587,0.991994922,8.186076509,1224.527306,4.639166382,-9952.950682,-9952.70348,-9952.677787,-9953.862546,34.3874932
37147,2.041508308,75.07856657,-6.272959264,-0.506522349,5.766436888,1060.746008,4.347952167,-11504.50817,-11504.27873,-11504.25304,-11505.40027,32.630468
37464,2.534726922,70.69287279,-6.927327306,-1.055542897,5.871784409,1224.242018,3.556013969,-12480.92902,-12480.64706,-12480.62137,-12481.89248,37.2740346
38338,3.996320673,86.57597264,-7.053287562,0.198212989,7.251500551,1272.930232,3.945104438,-9919.964933,-9919.700882,-9919.675192,-9920.892158,35.8935148
39326,3.278945726,72.32275029,-6.552313369,-1.282532009,5.269781333,1038.931829,3.70851387,-11368.57521,-11368.33851,-11368.31282,-11369.48478,31.8774572
39598,2.619916907,79.58224532,-5.971770798,1.872171129,7.843941927,1371.193445,4.904450704,-11535.53059,-11535.26009,-11535.23439,-11536.47773,37.5250382
40465,0.227406828,97.21729251,-5.782456231,1.119827239,6.902283443,1384.357614,6.188059168,-9582.158436,-9581.872352,-9581.846659,-9583.103866,40.2860778
40589,4.680075601,71.74103869,-6.737578609,-0.244514034,6.493064603,1201.725591,3.077715922,-11336.71403,-11336.48838,-11336.46269,-11337.64034,29.0536667
40922,4.981986431,78.17114804,-5.996771368,-0.342863004,5.653908363,1113.629903,3.745356672,-11369.64513,-11369.41363,-11369.38794,-11370.57305,31.4382009
40992,7.739729578,76.37989492,-5.293983766,-0.104786803,5.189196962,1100.70087,3.399954954,-11910.07278,-11909.84137,-11909.81568,-11910.98001,31.5637027
41774,5.93713502,80.36192671,-6.636600257,0.145317238,6.781917495,1466.889197,4.001106668,-10931.46398,-10931.21818,-10931.19248,-10932.40524,32.1912117
42381,0.499168038,92.54342787,-5.938838136,0.804792368,6.743630476,1276.370624,5.024203797,-9516.909415,-9516.691838,-9516.666145,-9517.786895,31.9402081
42827,5.332295524,78.76407364,-6.913003641,0.173417212,7.086420853,1234.619218,3.992809345,-10931.53813,-10931.29542,-10931.26973,-10932.44653,33.6344824
43178,1.060815815,86.69155032,-5.857290672,0.802851026,6.660141698,1140.074744,4.988774218,-10526.30923,-10526.08052,-10526.05483,-10527.19716,33.5089806
43194,6.225919229,74.37731186,-6.668277957,-1.256473596,5.411804361,1176.65929,3.370623393,-11910.55079,-11910.31884,-11910.29314,-11911.46405,30.2459338
43225,3.071936322,82.0220521,-6.407966979,0.566258063,6.974225042,1164.930658,4.382408667,-10390.58498,-10390.35018,-10390.32448,-10391.49026,32.5049662
44507,1.511871447,82.77840164,-5.602655527,2.218280833,7.820936387,1029.544772,5.001925563,-10420.12221,-10419.90761,-10419.88192,-10420.99008,31.7519554
44610,1.659260208,84.57380218,-5.98485874,0.535166279,6.520025019,1314.861851,4.979791114,-10526.14268,-10525.89669,-10525.871,-10527.06358,34.3874932
44637,1.664956906,85.33169579,-6.852413517,1.900216708,8.752630224,1208.590321,5.596399711,-10558.96662,-10558.70578,-10558.68009,-10559.88926,37.1485328
44661,1.262756445,81.89198952,-5.86151622,2.381147483,8.242663703,1065.122356,4.982498211,-10525.66493,-10525.44415,-10525.41845,-10526.54108,32.9442225
44947,3.772334641,74.49440072,-7.635005992,-0.206529279,7.42847674,1623.200985,3.273191555,-11907.45751,-11907.16707,-11907.14138,-11908.4648,36.3327711
45043,3.960650678,71.66427357,-6.578999848,-0.567683994,6.011315854,1322.68472,4.272912144,-12513.94222,-12513.67617,-12513.65048,-12514.92554,34.2619914
45179,2.087600837,73.53186228,-6.731070843,1.874486764,8.605557607,1149.44416,4.927999056,-12546.80216,-12546.53768,-12546.51199,-12547.7379,36.2072693
45449,4.018139118,76.60847399,-5.924390931,-0.384765464,5.539625466,1245.747793,4.570277628,-11972.86685,-11972.59616,-11972.57047,-11973.81458,36.2700202
45466,1.937769116,74.47523113,-6.667170372,1.572596515,8.239766887,1272.300391,4.915439342,-12546.35144,-12546.08091,-12546.05522,-12547.29839,37.0857819
45811,2.128210606,77.24598633,-6.94190714,-0.983424914,5.958482226,1160.521965,3.955933345,-10931.63786,-10931.38165,-10931.35595,-10932.56819,34.3247423
45852,3.256827176,83.48068147,-6.24735101,-0.21252841,6.0348226,1155.916395,4.966395928,-10527.14338,-10526.90072,-10526.87502,-10528.04921,34.3874932
46236,2.16209527,71.92375851,-6.869899853,-0.969240462,5.900659391,1247.367206,4.245759725,-12514.37505,-12514.10482,-12514.07913,-12515.32531,35.7052621
46615,1.136850735,84.88773703,-6.582995949,1.514187601,8.09718355,1196.500382,4.975338923,-10525.72426,-10525.48142,-10525.45572,-10526.62092,35.2032549
46644,3.700538501,74.23872306,-6.562929157,1.841687356,8.404616486,1289.042523,4.89319085,-12545.82008,-12545.53162,-12545.50593,-12546.77967,39.2193125
47057,1.460663868,87.11910045,-6.531121523,2.055835932,8.586957427,1578.592093,5.559126071,-10558.05641,-10557.78405,-10557.75836,-10559.0168,38.0897963
47506,2.569460361,79.17922549,-6.046899612,-0.496634521,5.550265091,1071.296836,4.666970405,-10963.52243,-10963.29562,-10963.26993,-10964.41647,32.1912117
48937,0.851371492,82.38976093,-6.182139712,-1.174217521,5.00792219,1206.910274,3.68881503,-11367.63481,-11367.4049,-11367.37921,-11368.53158,31.7519554
50152,3.457176968,73.55062751,-6.354716854,-0.90102636,5.453690494,1113.479505,3.373766716,-11910.68741,-11910.46355,-11910.43786,-11911.58324,30.2459338
50723,3.182041815,76.21700632,-5.396438989,-0.538829938,4.85760905,1240.059132,3.366333518,-11909.98546,-11909.7508,-11909.7251,-11910.88956,31.6264536
50833,3.84611199,79.7220026,-5.359188805,1.298465527,6.657654333,1451.8892,4.364435002,-11401.51698,-11401.26845,-11401.24276,-11402.44827,33.4462297
51310,2.729838829,83.6174967,-5.954879602,-0.344692888,5.610186714,1280.074176,5.246877564,-10996.50121,-10996.23461,-10996.20892,-10997.43592,36.5837747
51717,4.437229133,72.99974492,-7.406212955,0.590985213,7.997198169,1216.11682,3.98146187,-11941.00752,-11940.75084,-11940.72515,-11941.93598,34.7012477
51905,0.173639971,92.06119952,-5.92495075,0.653011065,6.577961788,1179.816027,5.601154601,-9548.759453,-9548.506569,-9548.480876,-9549.659978,36.6465256
52417,3.075203762,83.30973231,-6.669197049,0.83807407,7.507271119,1360.417173,4.965663669,-10422.16553,-10421.89719,-10421.8715,-10423.1289,36.0817675
52568,4.304632511,75.68098533,-7.47062715,1.010233218,8.480860368,1337.119835,4.565060634,-11973.76483,-11973.46923,-11973.44353,-11974.75925,38.9683089
52912,4.083294498,73.58281848,-6.241100881,1.334572207,7.575673088,1194.401681,4.96381588,-12545.94529,-12545.68867,-12545.66298,-12546.8674,35.7052621
52981,3.599080214,75.69604121,-6.524516884,-0.245402295,6.279114616,1600.692461,4.83998897,-12547.16442,-12546.85682,-12546.83113,-12548.18719,39.9095724
54563,2.96900321,80.79305267,-6.385231702,1.594715726,7.979947429,1199.506367,4.924457195,-11533.8447,-11533.59516,-11533.56946,-11534.74946,36.1445184
54906,0.150972981,89.8178394,-6.247192041,0.872435003,7.119627044,1056.290173,5.697001539,-9549.566447,-9549.353932,-9549.328239,-9550.425859,32.9442225
54919,0.698803098,77.01423659,-6.204279059,2.346112388,8.550391447,1000.707609,5.038816257,-11537.12501,-11536.91474,-11536.88905,-11537.98698,31.5009518
57700,2.711664365,86.07931091,-6.246741937,-0.670633975,5.576107935,1242.406394,4.334940335,-10494.95086,-10494.71955,-10494.69385,-10495.85286,32.5677171
57796,1.531022533,87.39417433,-6.200073784,0.817584631,7.017658415,1196.426508,5.564356072,-10559.4324,-10559.16012,-10559.13442,-10560.35388,38.8428071
57836,2.095456962,84.64805501,-6.269828268,0.787872709,7.057700976,1304.291929,4.980381437,-10526.22729,-10525.99128,-10525.96559,-10527.15518,32.6932189
59269,1.320670189,78.6765724,-6.562494918,1.028284,7.590778917,1231.160844,4.232678177,-11502.43005,-11502.14569,-11502.12,-11503.38415,38.1525472
59292,0.974321894,78.26916188,-6.103458233,0.889959245,6.993417451,1479.162133,4.219161275,-11501.98357,-11501.69561,-11501.66992,-11502.98381,37.0857819
59311,1.495815927,80.61633534,-6.537930056,0.228957583,6.76688764,1270.462177,4.93749915,-11536.91631,-11536.64832,-11536.62263,-11537.84989,37.1485328
60095,1.465530813,74.02462598,-6.519131696,1.922612713,8.441744409,1101.594882,4.919648698,-12546.92899,-12546.65978,-12546.63409,-12547.86878,36.395522
60844,3.350858783,83.58980944,-6.511457677,0.906295764,7.41775344,1439.162566,5.249627682,-10996.77635,-10996.49423,-10996.46853,-10997.76314,38.1525472
60867,3.755170401,79.17209201,-7.412555549,0.696530044,8.10908562,1176.943249,4.613830922,-10963.57303,-10963.31279,-10963.2871,-10964.49426,36.2072693
61073,4.680857572,75.89038777,-6.439078682,0.568328115,7.007406797,1142.800342,4.651923025,-11974.61684,-11974.37369,-11974.348,-11975.52533,34.2619914
61766,4.698644889,71.46130187,-6.874431283,0.112707412,6.987138723,1096.8353,3.323317024,-11908.06485,-11907.81762,-11907.79193,-11908.97952,33.5717315
62136,3.058801623,83.07565276,-6.377914479,-0.17026227,6.207652237,1120.141237,4.99791191,-10526.1047,-10525.8818,-10525.85611,-10526.98365,32.8814716
62344,1.29146674,82.70833723,-6.369064874,0.681407888,7.050472761,1008.13661,5.03769444,-10527.12223,-10526.91416,-10526.88847,-10527.97995,31.6892045
63727,0.208300212,94.02602954,-5.714392445,0.936275936,6.650668381,1255.010181,5.671830789,-9549.646634,-9549.413718,-9549.388025,-9550.546169,33.5717315
64482,0.323196881,94.27378329,-5.939042847,0.97192228,6.910965127,1346.472158,5.630492476,-9548.948906,-9548.706853,-9548.68116,-9549.862714,34.7012477
65821,4.432268656,75.92861445,-5.885462593,-0.238885005,5.646577562,1158.016249,4.033619812,-11942.33108,-11942.09406,-11942.06837,-11943.23364,33.0069734
66916,1.613525584,86.44274632,-6.466147753,2.014236199,8.480383951,1287.921001,5.551126522,-10558.14505,-10557.87567,-10557.84998,-10559.06295,38.5918035
67052,0.834632584,89.29566705,-6.722676675,1.500640767,8.223317414,1143.92204,4.923281146,-9514.475922,-9514.224462,-9514.198769,-9515.380061,36.395522
67153,2.669826602,84.04099407,-6.356087791,-0.32860704,6.02748075,1228.493255,5.000149122,-10526.32253,-10526.09887,-10526.07318,-10527.2096,32.630468
67454,1.473472756,85.11213967,-6.913529691,1.585193265,8.498722956,1313.123747,4.902667106,-10524.8184,-10524.54267,-10524.51698,-10525.76831,38.1525472
67845,3.082057348,81.117306,-6.282190428,1.667200709,7.949391137,1260.285319,5.593545781,-11569.08285,-11568.81073,-11568.78504,-11570.02775,37.2740346
68055,1.702885865,81.82114003,-6.950931361,0.926940308,7.877871696,1892.241897,4.869113208,-11535.14978,-11534.85283,-11534.82714,-11536.16472,38.8428071
68713,3.769806599,78.28846948,-6.514021833,0.96682907,7.480850931,1168.500669,3.963062837,-10930.48083,-10930.22242,-10930.19673,-10931.41641,34.7012477
68765,3.722069303,72.59862597,-7.332811656,0.141628517,7.474440173,1328.441129,3.976570651,-11940.8413,-11940.58702,-11940.56132,-11941.7856,33.8227351
69189,2.990051657,70.74693819,-6.627624146,-0.960804197,5.666819949,1088.748475,4.302933514,-12514.95885,-12514.71274,-12514.68705,-12515.87255,33.8227351
69213,2.952451422,75.94982745,-7.401219775,-0.108194186,7.293025562,1136.104276,3.32553965,-10897.04622,-10896.80205,-10896.77636,-10897.96759,32.5049662
69387,2.805028572,75.10170392,-6.370605555,-0.789585829,5.581019754,1094.358541,3.600220226,-11470.83432,-11470.58103,-11470.55533,-11471.75581,34.8267495
70180,1.712412682,89.95016867,-5.879055618,0.893281619,6.772337237,1244.809402,5.524876269,-10559.62561,-10559.33785,-10559.31216,-10560.5802,39.1565616
72655,3.889974625,85.38732695,-6.496263193,0.572359972,7.068623164,1209.817426,4.6936054,-9954.239307,-9954.002413,-9953.97672,-9955.145734,33.0697243
72799,1.410282497,83.29045146,-6.150745609,0.805736086,6.956481694,1054.778971,5.049898311,-10527.11772,-10526.90721,-10526.88152,-10527.98649,31.1871973
73185,2.584268306,92.2500444,-6.353781653,-1.009499136,5.344282489,1312.936375,3.394565603,-9888.960285,-9888.737911,-9888.712218,-9889.864454,30.3714356
73303,1.266203828,79.4714232,-5.598914424,0.603595786,6.20251021,1251.521898,4.312713803,-11505.03167,-11504.77135,-11504.74565,-11505.97231,34.5757459
74199,2.562036566,75.97945225,-6.600535619,0.60866309,7.209198709,1259.527221,4.307624866,-11399.81881,-11399.56091,-11399.53521,-11400.76139,34.4502441
74867,3.961963594,78.46044865,-7.122217677,0.030542903,7.15276058,1791.303806,3.634862824,-11366.54687,-11366.25911,-11366.23342,-11367.55535,36.395522
75333,1.238111417,80.82122724,-6.305607132,0.858527644,7.164134749,1206.896885,4.971891648,-11536.62733,-11536.37942,-11536.35373,-11537.54255,34.8267495
75703,0.053027224,93.64660169,-6.705573883,2.304626126,9.010200036,1302.485819,6.283974379,-9581.322489,-9581.067297,-9581.041607,-9582.239409,37.023031
76662,3.559838402,77.75256465,-6.603173926,-0.691804977,5.911368949,1138.597181,4.967406259,-11537.58492,-11537.33578,-11537.31008,-11538.49926,35.0777531
76668,1.786057214,73.50785651,-6.974312064,2.130293196,9.104605233,1193.114788,4.986548055,-12546.81834,-12546.57656,-12546.55087,-12547.71859,34.5757459
77186,1.439205801,83.36201983,-6.122858972,0.427357488,6.55021646,1059.306649,5.005101159,-10526.46633,-10526.2388,-10526.21311,-10527.34178,34.0109878
77384,2.447639933,78.07785141,-6.201312991,1.816202832,8.017515849,1083.172614,4.988971283,-11535.0325,-11534.80134,-11534.77564,-11535.91631,33.8227351
