id,mu,alpha,homo,lumo,gap,r2,zpve,U0,U,H,G,Cv
40589,4.6968,71.48,-6.819173393,-0.318373219,6.500800174,1201.6554,3.075893467,-11343.40672,-11343.18111,-11343.15542,-11344.33852,29.048
40922,4.9348,78.09,-6.081744826,-0.426674536,5.655070289,1113.5285,3.743633674,-11376.50695,-11376.27712,-11376.25143,-11377.41864,31.407
40992,7.6852,76.52,-5.375609353,-0.183948971,5.191660382,1100.6497,3.397341573,-11917.02138,-11916.7918,-11916.76611,-11917.92071,31.56
41774,5.9462,80.01,-6.716586467,0.061769847,6.778356314,1466.8258,4.000264258,-10938.30501,-10938.06041,-10938.03472,-10939.24193,32.178
42381,0.5071,91.72,-6.019974979,0.733618973,6.753593952,1276.1441,5.020310282,-9523.616689,-9523.399161,-9523.373474,-9524.493821,31.969
42827,5.3022,78.5,-6.995503176,0.099049446,7.094552622,1234.4581,3.990522581,-10938.39195,-10938.14994,-10938.12425,-10939.29858,33.595
43178,1.0531,86.15,-5.938612934,0.726271899,6.664884833,1139.915,4.984255196,-10533.29265,-10533.06407,-10533.03838,-10534.18001,33.546
43194,6.2006,74.49,-6.743525739,-1.331997357,5.411528383,1176.5858,3.36863356,-11917.49722,-11917.26595,-11917.24027,-11918.40929,30.198
43225,3.0822,81.49,-6.494269441,0.488172269,6.98244171,1164.8551,4.381005974,-10397.35539,-10397.12134,-10397.09563,-10398.25949,32.492
44507,1.5123,82.21,-5.6847307,2.137726503,7.822457204,1029.4549,5.000065011,-10427.07006,-10426.85585,-10426.83016,-10427.93734,31.739
44610,1.6381,84.31,-6.068139133,0.456879175,6.525018308,1314.6713,4.977153024,-10533.14113,-10532.89634,-10532.87065,-10534.05922,34.345
44637,1.6367,84.9,-6.921488205,1.83105418,8.752542386,1208.2884,5.594307264,-10566.14541,-10565.88691,-10565.86122,-10567.05974,37.119
44661,1.241,81.36,-5.929633177,2.312695717,8.242328894,1064.9757,4.975357072,-10532.64531,-10532.42381,-10532.39813,-10533.52231,33.034
44947,3.7548,74.7,-7.713883773,-0.284903214,7.428980559,1623.0729,3.279924441,-11914.44277,-11914.15684,-11914.13115,-11915.4404,36.105
45043,3.913,72.03,-6.656721417,-0.647903106,6.008818311,1322.6718,4.270881494,-12521.32496,-12521.05976,-12521.03407,-12522.30892,34.234
45179,2.0345,73.74,-6.806111928,1.78806019,8.594172118,1149.4066,4.92526091,-12554.36717,-12554.10341,-12554.0777,-12555.30199,36.172
45449,3.9975,76.61,-6.007457741,-0.46640316,5.541054581,1245.6929,4.567512815,-11980.19465,-11979.92401,-11979.89832,-11981.14495,36.266
45466,1.8651,74.85,-6.74924013,1.476761932,8.226002062,1272.2575,4.913641648,-12553.93538,-12553.66566,-12553.63995,-12554.88082,37.068
45811,2.1404,76.86,-7.004210819,-1.048454712,5.955756107,1160.3537,3.956154601,-10938.48744,-10938.23214,-10938.20645,-10939.4163,34.243
45852,3.2454,82.99,-6.309504129,-0.274835001,6.034669128,1155.657,4.9649079,-10534.12823,-10533.88686,-10533.86117,-10535.03036,34.388
46236,2.16,72.24,-6.93101219,-1.034576905,5.896435285,1247.1213,4.243642896,-12521.75675,-12521.48695,-12521.46126,-12522.70637,35.711
46615,1.1265,84.26,-6.648285887,1.445196723,8.093482611,1196.2698,4.96863586,-10532.72836,-10532.48444,-10532.45872,-10533.6265,35.3
46644,3.5671,74.8,-6.640394585,1.758127665,8.398522251,1288.9565,4.894593678,-12553.41107,-12553.125,-12553.09931,-12554.3675,39.07
47057,1.4319,86.55,-6.606652466,1.987791765,8.594444232,1578.3407,5.55340855,-10565.2322,-10564.96009,-10564.9344,-10566.19521,38.082
47506,2.5611,78.84,-6.119840767,-0.563547809,5.556292957,1071.0971,4.6637867,-10970.5372,-10970.31072,-10970.28503,-10971.42984,32.19
48937,0.8893,82.18,-6.265693797,-1.254444906,5.011248891,1206.8288,3.686979568,-11374.48685,-11374.25771,-11374.23199,-11375.38175,31.712
50152,3.4329,73.7,-6.43358805,-0.966820553,5.466767497,1113.3777,3.372606423,-11917.63255,-11917.41001,-11917.38432,-11918.52521,30.226
50723,3.1501,76.34,-5.47901262,-0.615521557,4.863491064,1239.9866,3.362456576,-11916.95055,-11916.71661,-11916.69092,-11917.85233,31.629
50833,3.7812,79.68,-5.451801234,1.207913435,6.65971467,1451.8992,4.361168873,-11408.5818,-11408.33376,-11408.30808,-11409.51286,33.463
51310,2.7252,83.07,-6.031947989,-0.414157299,5.61779069,1279.8417,5.245321235,-11003.70451,-11003.43909,-11003.4134,-11004.6375,36.577
51717,4.4259,73.28,-7.482042762,0.512662517,7.994705279,1216.0123,3.983365987,-11948.16331,-11947.90875,-11947.88306,-11949.08779,34.567
51905,0.1657,91.05,-6.000382781,0.580690982,6.581073763,1179.5449,5.596756289,-9555.647566,-9555.394745,-9555.369057,-9556.547963,36.648
52417,3.0878,82.6,-6.752233383,0.754299627,7.50653301,1360.2817,4.962322818,-10429.12199,-10428.85404,-10428.82835,-10430.08356,36.097
52568,4.2862,75.82,-7.548438544,0.927908271,8.476346815,1337.1116,4.565880132,-11981.10389,-11980.81017,-11980.78449,-11982.09387,38.854
52912,4.0026,74.09,-6.323926163,1.251451653,7.575377817,1194.3282,4.963683388,-12553.53336,-12553.27782,-12553.25213,-12554.45403,35.633
52981,3.515,76.09,-6.603114986,-0.327080863,6.276034124,1600.6696,4.838565434,-12554.74653,-12554.43988,-12554.4142,-12555.77117,39.868
54563,2.9058,81.04,-6.471139763,1.51893958,7.990079343,1199.3385,4.921342471,-11541.14617,-11540.89771,-11540.87202,-11542.04888,36.164
54906,0.1584,88.98,-6.323926163,0.800286869,7.124213033,1056.0094,5.693601612,-9556.450683,-9556.238733,-9556.213045,-9557.308794,32.95
54919,0.7018,76.96,-6.268959163,2.277593029,8.546552192,1000.5665,5.034569049,-11544.39151,-11544.18149,-11544.15578,-11545.253,31.517
57700,2.7124,85.58,-6.324742505,-0.744231414,5.580511091,1242.2204,4.332977877,-10501.75585,-10501.52501,-10501.4993,-10502.65747,32.559
57796,1.5105,86.84,-6.277122579,0.750217919,7.027340498,1196.1271,5.56282369,-10566.61089,-10566.33951,-10566.31383,-10567.53154,38.8
57836,2.0977,84.14,-6.355491371,0.713754661,7.069246033,1304.1181,4.975547552,-10533.20924,-10532.97302,-10532.94733,-10534.14082,32.709
59269,1.2903,78.73,-6.634135967,0.954031202,7.588167168,1230.8867,4.22919365,-11509.55688,-11509.27375,-11509.24806,-11510.50806,38.13
59292,0.9285,78.07,-6.176984678,0.810082969,6.987067646,1478.9822,4.219125437,-11509.10482,-11508.82027,-11508.79458,-11510.08938,37.067
59311,1.4654,80.72,-6.612094744,0.152383763,6.764478507,1270.2114,4.936662481,-11544.21521,-11543.94829,-11543.92258,-11545.14761,37.081
60095,1.4166,74.18,-6.592774659,1.827788814,8.420563474,1101.5762,4.915573657,-12554.49349,-12554.2248,-12554.19909,-12555.43498,36.422
60844,3.323,83.3,-6.574815145,0.837838582,7.412653727,1438.9352,5.248015163,-11003.96402,-11003.68309,-11003.6574,-11004.94208,38.158
60867,3.7879,78.87,-7.480410079,0.625861884,8.106271962,1176.7077,4.611785741,-10970.61165,-10970.35184,-10970.32612,-10971.53202,36.203
61073,4.6414,75.84,-6.514133753,0.504226987,7.01836074,1142.6523,4.649936104,-11981.91444,-11981.67212,-11981.64643,-11982.82139,34.241
61766,4.6537,71.45,-6.952509186,0.043266104,6.99577529,1096.6817,3.32191161,-11915.02077,-11914.77385,-11914.74817,-11915.93442,33.553
62136,3.0543,82.6,-6.440935124,-0.234017922,6.206917202,1119.8648,4.995411864,-10533.09974,-10532.8774,-10532.85171,-10533.97747,32.904
62344,1.2771,82.24,-6.438213986,0.604637002,7.042850988,1007.93,5.033426171,-10534.10338,-10533.89532,-10533.86964,-10534.96087,31.688
63727,0.2128,93.13,-5.791127221,0.868315335,6.659442556,1254.7239,5.666281381,-9556.536208,-9556.303115,-9556.277428,-9557.435653,33.646
64482,0.3218,93.32,-6.014804816,0.90668339,6.921488205,1346.1374,5.625518724,-9555.832331,-9555.590204,-9555.564489,-9556.746062,34.717
65821,4.3847,76.2,-5.963919523,-0.31347517,5.650444354,1157.8309,4.033380515,-11949.46472,-11949.22918,-11949.2035,-11950.36439,32.91
66916,1.59,85.91,-6.535630748,1.928743057,8.464373805,1287.6401,5.546768972,-10565.3233,-10565.05432,-10565.02863,-10566.24038,38.572
67052,0.8437,88.3,-6.791145665,1.437305421,8.228451087,1143.6427,4.916825381,-9521.19591,-9520.943606,-9520.917918,-9522.101205,36.484
67153,2.6576,83.65,-6.422159268,-0.393748759,6.028410509,1228.2564,4.996282628,-10533.31754,-10533.09419,-10533.0685,-10534.20349,32.665
67454,1.4351,84.54,-6.992782037,1.509415595,8.502197632,1312.9605,4.897042703,-10531.83621,-10531.55988,-10531.53419,-10532.79021,38.227
67845,3.0348,81,-6.353858688,1.582069996,7.935928684,1260.2372,5.590416036,-11576.553,-11576.28146,-11576.25577,-11577.49569,37.257
68055,1.6788,81.56,-7.027884725,0.84192029,7.869805016,1892.2211,4.866076145,-11542.46644,-11542.16938,-11542.14369,-11543.48505,38.867
68713,3.7405,77.9,-6.580529536,0.894438266,7.474967802,1168.351,3.96222274,-10937.33278,-10937.07519,-10937.04951,-10938.26654,34.693
68765,3.7336,72.77,-7.406395108,0.060409277,7.466804386,1328.3242,3.977270636,-11947.97828,-11947.72548,-11947.69977,-11948.91889,33.783
69189,2.9708,71.11,-6.691279878,-1.027501945,5.663777933,1088.5266,4.299399027,-12522.3394,-12522.09338,-12522.06769,-12523.25324,33.841
69213,2.9732,75.51,-7.471430321,-0.188030679,7.283399642,1135.9921,3.324442269,-10903.72198,-10903.4783,-10903.45262,-10904.6423,32.523
69387,2.7757,75,-6.43712553,-0.857430781,5.57969475,1094.1715,3.599739864,-11477.76694,-11477.51474,-11477.48905,-11478.68502,34.808
70180,1.714,89.2,-5.953579197,0.823960775,6.777539972,1244.599,5.517299041,-10566.78948,-10566.50096,-10566.47527,-10567.74602,39.224
72655,3.8954,84.68,-6.578896852,0.498240482,7.077137335,1209.6581,4.692712403,-9960.985654,-9960.749214,-9960.7235,-9961.892473,33.041
72799,1.4006,82.82,-6.229502653,0.731169948,6.960672601,1054.6076,5.046133888,-10534.10281,-10533.89214,-10533.86645,-10534.972,31.222
73185,2.5828,91.4,-6.434948619,-1.087911222,5.347037397,1312.7502,3.391137377,-9895.341096,-9895.119051,-9895.093337,-9896.242446,30.385
73303,1.2373,79.29,-5.679288423,0.532526829,6.211815252,1251.293,4.305929759,-11512.14044,-11511.88027,-11511.85459,-11513.08043,34.631
74199,2.5993,75.88,-6.68230012,0.52626821,7.20856833,1259.3677,4.306882158,-11406.89121,-11406.63395,-11406.60826,-11407.83359,34.436
74867,3.9367,78.42,-7.214010607,-0.060681391,7.153329216,1791.4561,3.636747349,-11373.45318,-11373.19165,-11373.16596,-11374.40255,34.323
75333,1.188,80.83,-6.391410401,0.767361092,7.158771493,1206.857,4.969397779,-11543.91869,-11543.6718,-11543.64611,-11544.83253,34.775
75703,0.0537,92.61,-6.776179403,2.231061558,9.007240961,1302.1398,6.27380279,-9588.394047,-9588.136927,-9588.111212,-9589.318282,37.146
76662,3.5601,77.74,-6.662980036,-0.753483285,5.909496751,1138.3259,4.966023567,-11544.86836,-11544.62014,-11544.59445,-11545.78158,35.054
76668,1.7945,73.87,-7.048837493,2.042486652,9.091324144,1192.9548,4.984881058,-12554.38568,-12554.14494,-12554.11925,-12555.28439,34.535
77186,1.4116,82.98,-6.200930698,0.354020135,6.554950833,1059.0755,4.999384726,-10533.46538,-10533.23771,-10533.21202,-10534.34113,34.058
77384,2.4071,78.07,-6.271136074,1.735542215,8.006678289,1083.0188,4.98825527,-11542.31594,-11542.08619,-11542.0605,-11543.19778,33.75
77428,1.6335,77.23,-6.504609768,2.092555602,8.59716537,1013.369,5.023031421,-11544.17771,-11543.96467,-11543.93899,-11545.04491,31.78
78287,2.3812,77.75,-4.725529335,1.259887183,5.985416518,1238.4086,3.962630911,-11949.13245,-11948.85511,-11948.82942,-11950.07652,36.494
78305,3.0169,79.47,-5.731262171,0.105035951,5.836298122,1112.2673,3.751171228,-11376.63593,-11376.41263,-11376.38694,-11377.51624,32.006
78962,0.8161,87,-5.586497596,0.019320084,5.60581768,1298.9132,3.642380106,-10468.51931,-10468.26954,-10468.24385,-10469.43985,33.592
79274,1.1471,80.86,-5.250981204,-0.256331258,4.994649945,1199.5527,3.737919283,-11376.51794,-11376.29274,-11376.26705,-11377.39719,32.349
79403,2.3723,85.57,-6.325286733,0.5967457,6.922032433,1320.9501,4.978268691,-10533.25115,-10533.01259,-10532.9869,-10534.18039,32.859
79822,4.8661,79.82,-5.41343318,-0.855525984,4.557907196,1164.5143,3.386647498,-11917.60544,-11917.37953,-11917.35385,-11918.49338,31.544
81009,1.7025,81.86,-6.346783728,0.647358879,6.994142607,1407.3501,3.68760543,-10363.72239,-10363.48135,-10363.45566,-10364.66126,31.946
81316,4.7615,80.26,-7.113872706,1.165191559,8.279064265,1409.901,4.583050517,-10970.50215,-10970.22304,-10970.19736,-10971.46081,37.395
81318,2.7634,76.52,-6.833867542,-0.850083706,5.983783835,1359.7234,3.972726335,-10938.42687,-10938.17527,-10938.14958,-10939.37341,33.156
81671,2.5901,79.37,-6.518487575,1.886021181,8.404508756,1274.0467,4.983928659,-11542.60889,-11542.37316,-11542.34747,-11543.50831,33.648
82012,1.5154,84.14,-6.812914774,2.012009899,8.824924673,1151.6338,5.655641729,-10566.08852,-10565.85085,-10565.82514,-10566.98151,35.246
