gdb_id,mu,alpha,homo,lumo,gap,r2,zpve,U0,U,H,G,Cv
10472,1.5396,103.2,-5.5965658090091495,0.38504111536675,5.9816069243759,2034.8553,4.8772600250088205,-13042.872836988696,-13042.547769768615,-13042.522082219999,-13043.909618016016,43.441
10491,4.1543,104.47,-6.51794334726485,0.29633199620805,6.814275343472899,1810.6358,4.87404908143191,-12032.615101588974,-12032.299830467939,-12032.274142919323,-12033.621922880038,43.035
10502,4.3425,102.16,-6.27412932650965,0.6171542400365999,6.8912835665462495,2053.9955,5.55036087516514,-13077.184571880764,-13076.885545957317,-13076.859831197315,-13078.179692275742,42.08
10517,7.1484,94.27,-6.6159043377468505,-0.114287822229,6.50161651551785,1863.5479,4.61189458634758,-13376.814969061115,-13376.507208282683,-13376.481520734069,-13377.86127407362,39.645
10578,2.313,93.27,-5.90078910722825,-1.47077542654225,4.430013680686,1761.9607,4.016210130058285,-14460.549678729787,-14460.269945679189,-14460.244230919187,-14461.5413704901,38.498
10584,3.4825,87.89,-6.2134479351833,-1.3197522328825,4.8936957023008,1733.7021,3.36730020227377,-14425.21319024312,-14424.99253311206,-14424.966845563444,-14426.136907960592,30.812
10674,2.8812,101.06,-5.85507397833665,0.7047749037455,6.55984888208215,2012.5646,5.840788000558025,-13649.003526766357,-13648.688799873047,-13648.663085113045,-13650.039518663476,43.201
10675,1.3166,107.55,-5.81806649304345,-0.20707864932445,5.610987843719,1701.9048,5.21244988077473,-12604.238107282217,-12603.946346798899,-12603.920659250283,-12605.195621541407,42.716
10700,3.0844,106.05,-6.3342664901111,-0.30857712001829996,6.0256893700928,2214.7795,5.855590994675305,-12639.561126132692,-12639.254562655256,-12639.228875106643,-12640.594043143166,42.28
10721,4.9323,95.96,-4.97669043034805,0.8288588250227,5.80554925537075,1917.3805,4.61292861902489,-13481.501716247132,-13481.193356818203,-13481.167669269587,-13482.53055154967,41.059
10761,1.2427,107.64,-5.95902147379255,0.6830057947495001,6.64202726854205,1941.9117,6.5455901156897704,-12671.065407883092,-12670.764286682903,-12670.738571922902,-12672.060963660251,42.925
10772,3.9848,106.18,-6.23494493031685,0.55320748236085,6.788152412677699,2266.0152,6.21464523617808,-13109.798642807777,-13109.473194628286,-13109.447479868284,-13110.866363181258,43.392
10784,0.96,106.14,-5.7171122500745,-0.582323665643,5.1347885844315,2050.6365,4.57581228818671,-13584.080043592729,-13583.776010774214,-13583.750323225599,-13585.085722005571,41.409
10897,3.5416,100.16,-6.4703234213361,0.1915681591648,6.6618915805009005,2200.1112,5.561816868774285,-14087.294222916542,-14086.972502696965,-14086.946787936964,-14088.343004165195,42.956
10904,0.9096,102.51,-5.317104872273,0.9132141223822,6.2303189946552,2095.7902,4.901450947380625,-13043.178257587912,-13042.85795236042,-13042.832264811805,-13044.228725942512,42.916
10909,3.0641,90.89,-6.09997645454165,-0.19129604530235,5.9086804092393,2113.6064,4.28296334941802,-15032.711959675633,-15032.410049345246,-15032.38436179663,-15033.72792399248,39.83
10941,1.8354,92.81,-6.24855062343935,-1.8130946655043498,4.435455957935,1643.8644,4.3200796802562005,-15033.311889108178,-15033.035285366996,-15033.00959781838,-15034.279253889186,38.772
10947,4.2178,98.03,-5.3519354466666,0.2835426446729,5.6354780913395,1942.1741,4.588792119425575,-13481.480110406454,-13481.159043260148,-13481.133355711534,-13482.517517295659,42.072
10954,2.1259,100.74,-5.28036950084225,0.33823753102535,5.6186070318676,1854.236,4.97326179568118,-14055.463486165363,-14055.17080049491,-14055.145112946295,-14056.429871336466,42.085
10964,2.5589,102.3,-5.08716865850275,-0.174152871968,4.91301578653475,1777.6578,5.253239748755985,-14522.909495571115,-14522.600401434758,-14522.574686674758,-14523.904207795302,43.862
10981,3.2076,101.03,-6.0632410831109,-0.3521153380103,5.7111257451006,2540.8852,4.2895757162755555,-14021.246963913767,-14020.946386941303,-14020.920699392687,-14022.309840660495,39.092
11013,1.3333,101.47,-5.3704391893132,0.789130201105,6.1595693904182,1899.7525,5.8142296875829045,-13650.37647725935,-13650.042865663985,-13650.01717811537,-13651.390863315788,46.276
11017,1.2972,104.77,-5.5298979127089005,-0.87756720640125,4.652330706307651,1695.0547,3.96867183828827,-13448.389214358269,-13448.10216144477,-13448.076473896155,-13449.345803430326,40.811
11024,5.0241,84.98,-5.3413230060310495,0.1893912482652,5.5307142542962495,1692.8715,3.5990323675361897,-16227.862737925941,-16227.572827816886,-16227.54714026827,-16228.826075421786,40.249
11037,2.1597,102.06,-5.9794300134763,-0.09224659937054999,5.88718341410575,1871.3471,5.27144416615389,-13618.4857394015,-13618.189325771133,-13618.163638222517,-13619.478982210829,41.707
11039,2.0399,100.98,-5.5505785662550995,-1.44846208982135,4.10211647643375,1819.5426,3.6229239646593,-13989.237611623275,-13988.952953311764,-13988.92726576315,-13990.21232347857,38.854
11075,3.0247,97.0,-6.317667544501649,-1.75322961576535,4.5644379287363,1691.1273,3.314319633254755,-14529.830330703122,-14529.560475385731,-14529.534787837116,-14530.78640275884,37.276
11184,1.269,115.33,-5.47901262043075,-0.299325248695,5.17968737173575,1905.358,5.91602748352545,-12639.919989894492,-12639.634760143874,-12639.609072595258,-12640.884524691333,40.788
11222,2.849,112.96,-5.1799594855982,-0.31674053589179996,4.8632189497064,1697.764,5.00292220668823,-12032.683538225381,-12032.424050446147,-12032.398362897533,-12033.628752937988,38.006
11282,1.0487,105.48,-5.52962579884645,-0.03292577735645,5.496700021490001,1536.5398,5.96598758867127,-12637.985178698314,-12637.722779300753,-12637.69709175214,-12638.915672050962,39.461
11314,0.1562,108.75,-5.82731836436675,0.7205575077676,6.54787587213435,1536.4653,5.99004245411185,-11628.948173296929,-11628.702835438544,-11628.677147889928,-11629.86029896386,37.755
11325,1.0706,108.08,-5.4128889518554,-0.7314420622656,4.6814468895898,1599.5968,5.9675658490734795,-12636.783170133715,-12636.52115169556,-12636.495464146945,-12637.71570434033,39.45
11395,4.3139,99.39,-6.3614778763560995,-1.00165112767845,5.3598267486776505,1779.9479,5.28624716027117,-13618.053813067632,-13617.775358952187,-13617.749671403571,-13619.03995370515,38.58
11400,4.414,98.93,-5.5538439326045,-0.74640832470035,4.80743560790415,1646.5244,4.9620779159344846,-14054.15320349489,-14053.86944315913,-14053.843728399128,-14055.130092261088,39.074
11448,0.5193,94.79,-6.13752816755975,-0.54939788828655,5.5881302792732,1669.4176,4.362556654184645,-14023.096195300204,-14022.835945602155,-14022.81025805354,-14024.064131520325,35.794
11692,3.3691,100.86,-6.42651308948165,-0.6919855522103501,5.7345275372713,2528.7478,4.556845951973945,-13583.849835265097,-13583.53499952624,-13583.509311977627,-13584.91978697225,41.206
11698,4.7179,101.07,-6.696177927169599,-0.1975546641387,6.4986232630309,1661.6414,4.27779318603147,-11999.402271319026,-11999.12272874813,-11999.097041199515,-12000.36525506685,39.392
11728,1.0446,108.21,-5.9478648054321,0.70613547305775,6.65400027848985,1743.788,6.512201744767155,-12671.397386795279,-12671.093217919833,-12671.067530371218,-12672.37590824465,44.599
11749,1.1405,108.23,-6.10052068226655,0.0625861883635,6.16310687063005,1878.1802,5.507611787374245,-13295.08214183959,-13294.760911424966,-13294.735223876352,-13296.085126325195,43.984
11816,2.0065,103.71,-6.0346691275536495,0.42667453632159996,6.46134366387525,1921.2049,5.22093983328317,-12604.863316092584,-12604.572018202829,-12604.546330654215,-12605.850137014757,41.368
11818,2.5563,108.54,-6.20501240544735,0.6993326264965,6.90434503194385,2256.8328,6.49628308381383,-12568.721506629996,-12568.384248708873,-12568.35856116026,-12569.777417261845,46.453
11846,1.4732,110.26,-6.46025520842545,0.49225397717204994,6.9525091855975,2117.4219,7.093953971299009,-12704.770628187143,-12704.42316599618,-12704.397478447565,-12705.804497596137,49.166
11900,5.2226,97.0,-6.2572582670377495,0.2367390603315,6.49399732736925,1809.3962,5.57038845544146,-14087.771428997119,-14087.455994607768,-14087.430307059152,-14088.81196519574,43.441
11910,4.9907,97.15,-6.42596886175675,-1.2539006781696,5.172068183587149,1627.1896,4.60498289424135,-14595.334913030012,-14595.048458767013,-14595.022771218399,-14596.30701259223,39.976
11945,2.0495,100.07,-6.3348107178360005,-0.36871428361975,5.96609643421625,1905.8513,4.897151548353914,-14272.397392091709,-14272.08916871971,-14272.063481171095,-14273.43226832199,41.509
11999,6.8591,95.14,-6.39712479233705,-1.42941411944985,4.9677106728872,1956.7544,3.34661954872757,-14427.257146309526,-14426.976841819816,-14426.9511542712,-14428.25368169659,36.418
12005,2.4828,105.64,-6.46352057477485,-0.0125172376727,6.45100333710215,1739.263,5.20706202629822,-12605.110858073254,-12604.80565516513,-12604.779967616514,-12606.118196380658,43.392
12028,2.6282,95.97,-6.3680086090549,0.14068286688665,6.50869147594155,1539.5221,5.25315811459725,-13616.35361844366,-13616.07323231979,-13616.047544771174,-13617.29676509091,41.125
12037,2.6831,88.15,-6.6814837785973005,-0.12163489651515,6.55984888208215,1556.9436,4.92123362518074,-15065.471475462125,-15065.17136108323,-15065.145673534615,-15066.449126147136,42.693
12077,1.9325,107.44,-6.030043191892,0.6231407450105,6.6531839369025,1768.5062,5.8565433931938795,-12639.47897495762,-12639.178125871294,-12639.152411111294,-12640.453795658459,42.686
12083,1.0017,101.79,-6.356307712969549,0.3493941993858,6.70570191235535,1641.1383,5.262382774534305,-12605.572363183968,-12605.297120012101,-12605.271432463485,-12606.514176473294,41.043
12084,1.0792,99.34,-5.71847281938675,0.6250455420476501,6.3435183614344,1895.9113,5.2773490369690546,-13616.391279002222,-13616.122893099688,-13616.097205551072,-13617.373392354575,37.782
12092,4.1166,105.96,-6.1748077667154,0.46939641272625005,6.64420417944165,1924.3131,5.576238903484135,-12065.894001104725,-12065.59990044219,-12065.574212893574,-12066.884822100677,41.406
12093,0.5986,113.91,-5.68037687864375,-0.49116552172225,5.189211356921501,1776.284,5.899428537916,-11627.09684663375,-11626.815181574728,-11626.789494026114,-11628.053735031055,41.615
12104,1.0485,104.95,-5.967184889666051,0.66205302734085,6.6292379170069005,2140.5065,5.86176797935292,-12638.046785276774,-12637.757310549898,-12637.731595789897,-12639.04198730591,41.561
12138,2.468,96.95,-6.255625583863051,-0.6394675767575,5.6161580071055495,1633.3816,4.60454751206143,-13584.924848290091,-13584.652462313778,-13584.626774765164,-13585.875886239353,38.893
12141,2.4403,102.73,-5.96446375104155,-0.5382412199261,5.42622253111545,1611.3228,5.273974825074674,-12605.35546122421,-12605.09820477865,-12605.072517230034,-12606.287859373895,38.148
12145,0.3033,106.39,-5.911401547863799,0.34694517462374996,6.25834672248755,1468.3382,5.9731986060261955,-11628.24913999568,-11628.005325974926,-11627.979638426312,-11629.150598799206,38.322
12157,0.6242,116.42,-5.04090930188625,-0.06013716360145,4.9807721382848005,1858.0994,5.92489839544132,-11628.772850335352,-11628.4991582125,-11628.473470663885,-11629.719697731134,40.268
12163,5.8391,112.25,-5.02839206421355,-0.62885513612195,4.3995369280915995,1756.6959,4.693936915876256,-12472.013627695964,-12471.772153854427,-12471.74646630581,-12472.935195713922,35.338
12200,0.2713,100.67,-5.07791678717945,0.04870838137855,5.126625168558,1816.4962,4.6691745543933045,-13586.217606827819,-13585.954717625305,-13585.92903007669,-13587.159909922097,37.598
12211,1.2607,100.94,-5.345676827830251,-0.38123152129244997,4.9644453065378,1829.2308,4.666018033588885,-13585.051734984152,-13584.793662197004,-13584.767974648388,-13586.008269633436,36.481
12221,1.0494,109.73,-4.7696117810236,0.5404181308257,5.3100299118493,1801.2414,5.35857502491038,-12504.422007754352,-12504.147635346842,-12504.121920586842,-12505.397154991826,39.407
12226,1.5435,109.87,-5.27275031269365,-0.81389256258795,4.4588577501057,1960.8881,3.345395036346545,-13518.831656467335,-13518.581447770812,-13518.555760222196,-13519.76427230811,35.189
12246,6.4896,97.96,-5.9092246369642,-1.5439740555413,4.365250581422901,1779.287,3.3915183360318197,-14531.61324794128,-14531.381461353247,-14531.355773804631,-14532.526135527029,33.265
12316,0.9926,109.68,-6.1644674399423,0.7510342603619999,6.9155017003043,1765.9002,5.916109117684185,-11627.750436919969,-11627.46760177134,-11627.441914222723,-11628.715624790078,41.468
12327,1.0252,102.08,-6.1367118259724,0.7450477553881001,6.8817595813605,1589.7294,5.925034452372545,-12638.734335373025,-12638.463554868502,-12638.437867319886,-12639.670488694012,40.727
12331,1.4404,99.99,-6.36882495064225,0.5504863437363501,6.9193112943786,1921.0943,5.9326264291349,-13649.762098580708,-13649.480351887529,-13649.454664338913,-13650.728864711222,40.672
12342,0.3414,108.59,-6.15657613793125,0.7485852355999499,6.905161373531199,1639.6074,6.641510252203395,-11661.8076365051,-11661.557808767984,-11661.53212121937,-11662.719544480942,39.141
12355,4.6977,105.37,-6.19793744502365,-0.9529427462999001,5.24499469872375,1944.7369,5.293077218218665,-12607.804758100123,-12607.536916425313,-12607.511228876698,-12608.767660213789,38.435
12407,1.5283,101.81,-6.1198407665004995,0.5186490218297,6.6384897883302,1525.6282,5.973797256523585,-12638.460262290766,-12638.210488976423,-12638.184774216421,-12639.372469591855,38.553
12412,0.2341,107.49,-5.883101706169,0.39646989758965,6.27957160375865,1498.8873,5.98427364022791,-11628.7108355861,-11628.452681164794,-11628.426993616178,-11629.634662149118,39.143
12448,1.3077,103.58,-6.2439246877776995,0.6851827056491,6.9291073934268,1615.472,5.948272976225775,-12638.267660098923,-12638.010757401385,-12637.98506985277,-12639.191976466895,38.848
12484,2.1506,105.44,-6.130997434860951,0.571439111145,6.70243654600595,1728.489,6.5532909379971045,-12671.132756064046,-12670.84670997184,-12670.82099521184,-12672.0788687524,42.722
12493,0.9391,107.75,-5.73752078975825,-0.11619261926615002,5.6213281704921005,1885.9901,5.921877931568125,-12638.065452287738,-12637.799270507488,-12637.773555747488,-12639.006041064682,39.878
12521,1.6383,111.22,-5.28526755036635,-0.2955156546207,4.98975189574565,1721.3235,5.866312280855835,-12638.34088593931,-12638.044390674784,-12638.018703126168,-12639.301529507917,43.341
12575,1.8497,122.61,-5.00879986611715,0.19510563937665001,5.2039055054937995,2886.232,4.961914647617015,-12032.85782715428,-12032.562365922431,-12032.536678373815,-12033.896404133091,40.14
12587,4.478,89.22,-5.9688175728407495,0.12925408466375,6.0980716575045,1991.2414,4.281031340994625,-15033.304215497257,-15033.008482151545,-15032.982794602929,-15034.326574489867,39.982
12669,4.9725,99.06,-6.4194381290579505,-1.3009763763734499,5.1184617526844995,1622.8103,4.5865063629809955,-13583.05773902289,-13582.775611370304,-13582.749923821688,-13584.016885965255,39.995
12746,1.4112,107.21,-5.51547587799905,-0.5181047941048,4.99737108389425,1760.4528,5.9141498978745455,-12638.75226767656,-12638.46001738829,-12638.434302628288,-12639.727523759582,42.188
12747,1.1016,101.32,-5.49207408582835,-0.39429298669005,5.097781099138301,1598.2786,5.233375436797135,-13615.778750697846,-13615.49096307692,-13615.465275528304,-13616.730741045627,41.886
12753,4.002,109.51,-6.08092848417015,-1.84465987354855,4.2362686106216,1831.4311,4.621990010644475,-12572.999980100682,-12572.721253871376,-12572.69556632276,-12573.960678092062,39.145
12808,3.6892,87.32,-6.97836000253025,-2.4669842769717003,4.511375725558549,1642.3211,3.6685846707784098,-15001.00149725166,-15000.731995682288,-15000.706308133673,-15001.972345090107,36.534
12810,3.0754,99.14,-6.1383445091471,-0.55973821505965,5.57860629408745,1890.2922,4.885396229496075,-13042.570355219195,-13042.263084245718,-13042.237369485716,-13043.600197343025,41.828
12811,3.168,99.31,-6.1851480934885,-0.50912503664395,5.67602305684455,1555.6558,4.59535006351062,-12573.244610463025,-12572.967652973824,-12572.941965425209,-12574.205362877177,39.51
12871,4.2242,107.4,-6.2450131432275,-0.5806909824683001,5.6643221607592,1831.6446,5.6202397150423,-12066.098630729288,-12065.81179550688,-12065.786080746879,-12067.068961551398,40.913
12883,1.6493,101.75,-6.5655632731936,0.21905165927224998,6.78461493246585,1904.4208,6.53916822853595,-13681.985686115106,-13681.665598578707,-13681.639911030092,-13683.006548481473,45.366
100015,2.1293,102.18,-5.67112500732045,-1.023148122812,4.6479768845084495,1848.7359,4.929206561350525,-14054.632232738348,-14054.330648944595,-14054.30496139598,-14055.62634631204,41.495
100040,1.4159,99.15,-6.193039395499549,-0.7602861316853,5.4327532638142495,1687.7,5.19938841537713,-13617.372548801603,-13617.069767706855,-13617.044080158239,-13618.375968669388,41.096
100090,1.5975,105.99,-5.9358917954843,0.14558091641075,6.08147271189505,1752.9807,5.867128622443185,-12638.684783438674,-12638.381866286994,-12638.356151526992,-12639.661427302392,43.671
100093,0.0906,113.18,-5.8382029188647495,0.9953925088421001,6.83359542770685,1754.5844,7.195479653379105,-11694.909988546893,-11694.606853704125,-11694.581138944122,-11695.879584661576,44.726
100097,1.1281,107.65,-6.1399771923218,0.28327053081045,6.42324772313225,1776.8358,5.89360530125957,-12639.497206586404,-12639.198126240186,-12639.17243869157,-12640.47401371844,42.337
100184,2.7263,96.48,-6.493725213506799,-0.81824638438715,5.67547882911965,2085.2911,4.2969227905617045,-14022.466224497246,-14022.170926533716,-14022.1452389851,-14023.476937016541,39.264
100214,1.1725,117.79,-5.73643233430845,-0.6454540817314001,5.09097825257705,1854.3284,5.893305976010875,-11627.864479839722,-11627.564202192507,-11627.538514643893,-11628.845940118807,43.229
100215,3.0278,102.04,-5.41424952116765,-0.7243671018419,4.68988241932575,1709.7351,3.963474463515475,-13446.376388117726,-13446.087675309667,-13446.061987761052,-13447.36437912951,40.065
100282,4.6547,109.89,-6.761757368020049,-0.78178312681885,5.979974241201201,1900.6215,6.2013388683042745,-12099.473042210759,-12099.158505797153,-12099.132818248538,-12100.459944767092,44.751
100284,1.1998,109.76,-5.9432388697704495,-0.36109509547115004,5.5821437742993,1857.2603,5.8201345583980695,-12638.596945083875,-12638.268530863284,-12638.242843314669,-12639.608637213078,46.031
100302,5.1164,93.99,-6.8175407098223,-0.47211755135075,6.34542315847155,1947.2196,4.898294426576205,-14054.004493269063,-14053.690365026252,-14053.664677477636,-14055.035614328044,42.462
100352,1.6916,100.04,-5.11329158929795,0.838110696346,5.951402285643949,1970.1542,4.896879434491465,-13042.934144241906,-13042.616805055517,-13042.591090295515,-13043.970381041503,43.054
100375,0.705,105.19,-5.6213281704921005,0.7080402700949,6.329368440587,2216.2912,5.892326366106055,-12639.414456760833,-12639.111730088858,-12639.086042540242,-12640.460680139182,41.523
100416,3.4439,102.53,-5.6488116705995495,-1.27485344557825,4.373958225021299,1928.9477,4.93364201730846,-14054.591823829775,-14054.294512223663,-14054.268824675048,-14055.601012511444,40.726
100500,4.6377,100.69,-6.48746659467045,0.29959736255745,6.7870639572279,1955.2851,5.541734865725475,-13076.633731789007,-13076.31244695161,-13076.286759402994,-13077.65598193607,43.932
100516,5.8102,93.18,-5.46649538275805,-0.26531101588875,5.2011843668693,1807.3892,4.958105053542715,-15064.999630024638,-15064.701828613572,-15064.676141064958,-15065.998179054284,40.659
100531,2.0711,106.15,-5.9141226864883,0.44000811558165,6.35413080206995,1873.4089,5.9188030449224405,-12639.27099833255,-12638.983101866077,-12638.957414317461,-12640.269628996355,39.872
100553,1.091,90.84,-5.361731545714799,0.3891228233035,5.7508543690183,1721.4058,3.965324837780135,-15800.007826091805,-15799.72284124366,-15799.697153695044,-15800.967517261894,40.106
100555,1.868,88.48,-6.4518196786895,-0.49415877420919996,5.9576609044803,1894.1521,3.93618144311174,-15903.811618216945,-15903.53242939407,-15903.506741845455,-15904.787445739075,38.265
100566,7.1334,100.65,-5.959293587655,-2.0092887603308003,3.9500048273242,1763.1524,3.35140875270669,-14427.512525169437,-14427.239458908469,-14427.213771359853,-14428.47159047764,37.329
100592,5.2594,104.26,-5.6479953290122,-0.43946388785675006,5.20853144115545,1767.4148,5.590443247104025,-13076.897410121719,-13076.604806085426,-13076.57911853681,-13077.866706911153,42.393
100608,4.8478,105.36,-5.58241588816175,0.2715696347251,5.85398552288685,1891.7704,4.61989473390361,-12469.409933414498,-12469.125819330713,-12469.100131782097,-12470.388346018322,39.442
100610,3.6614,101.06,-5.705139240126701,0.15809815408345,5.86323739421015,1870.5453,4.611214301691455,-13480.219651784199,-13479.919809519166,-13479.894094759165,-13481.215044293042,40.942
100624,2.7584,105.76,-5.60962727440675,-0.23918808509354997,5.3704391893132,2025.9687,3.9655153174838498,-12437.720505392088,-12437.422540712705,-12437.39685316409,-12438.737068359429,39.846
100649,6.4866,92.57,-5.9554839935807,-0.6122561905125,5.3432278030682,1836.2902,4.280160576634785,-15033.079748772123,-15032.784178694727,-15032.75849114611,-15034.063739710127,40.578
100662,2.5948,92.83,-4.61858858736385,1.53499429808045,6.1535828854443,2123.9169,4.901287679063155,-15064.534043205986,-15064.2139284582,-15064.188240909585,-15065.566143874874,42.879
100669,6.3813,89.99,-5.8678633298718,-2.0751403150437,3.7927230148281,1753.8608,3.337993539287905,-14426.971562810884,-14426.686577962742,-14426.660863202742,-14427.95628845632,37.859
100695,1.017,98.27,-5.7448678640444,-0.9148468055568999,4.8300210584875,2064.0657,4.27523531572444,-15030.971247297543,-15030.67096965033,-15030.645282101714,-15031.982721735654,39.954
100758,1.9359,105.51,-5.959293587655,0.43755909081960004,6.3968526784746,1801.0518,5.90971444191661,-12637.830618024444,-12637.55134756741,-12637.525660018795,-12638.811670132733,39.591
100759,0.667,107.24,-5.8580672308236,0.4609608829903,6.3190281138139,1624.9161,5.257974529962615,-11593.938711250154,-11593.668420550583,-11593.642733001967,-11594.88719132911,39.755
100781,2.8763,99.9,-6.38460755466435,-1.0187943010128,5.36581325365155,1945.3223,5.2425456739617,-13616.955779209875,-13616.65928394535,-13616.633596396734,-13617.957865719733,40.629
100858,0.4608,116.84,-5.25098120369765,-0.74368718607585,4.5072940176218,1646.1463,5.317132083659245,-11596.83887358476,-11596.581998098609,-11596.556310549993,-11597.76631926215,38.118
